message_id,message_text,label,channel,scam_type,urgency,contains_url,contains_phone_number,asks_for_money,asks_for_pin_password,requests_personal_information,claims_authority,emotional_trigger,language,source
MSG00876,Telecel Cash: You have successfully sent GH₵645 to 0236484559. New balance GH₵987. Ref: MHAXRPU6BS.,legitimate,SMS,transaction,No,No,Yes,No,No,No,No,none,English,synthetic
MSG00877,"Dear Rebecca Ansah, your DHL Ghana parcel N9KUW4WHG is held at customs. Pay a clearance fee of GH₵555 at https://airteltigo-claim85.net to release it.",phishing,Email,delivery,Yes,Yes,No,Yes,No,Yes,Yes,curiosity,English,synthetic
MSG00878,Notice from GIMPA: Ur exams results will be withheld unless outstanding fees are confirmed at http://airteltigo-claim.net WITHIN 48 hours.,phishing,Email,impersonation,Yes,Yes,No,Yes,Yes,Yes,Yes,fear,English,synthetic
MSG00879,Ghana Post: We attepted to deliver your package but failed. Reschedule and pay a redelivery fee of GH₵41 at http://dhl-gh-delivery.com.,phishing,SMS,delivery,Yes,Yes,No,Yes,No,Yes,Yes,curiosity,English,synthetic
MSG00880,"Ei, GT Bank Ghana: Your account has been credited with GH₵7500.00. Available balance GH₵7532.00. For enquiries call our customer care.",legitimate,Email,banking,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00881,AirtelTigo MONEY Alert: A transfer of GH₵634 was made to your account in error. The sender is requesting an urgent refund to 0275132797.,phishing,SMS,wrong_send,Yes,No,Yes,Yes,No,No,No,sympathy,English,synthetic
MSG00882,"Broni, Your SIM card has won GH₵7500 in the National MTN MoMo Award. To receive your prize, visit http://gcb-secure-login41.com and enter code GY5TXTTG.",phishing,Email,fake_prize,Yes,Yes,No,No,No,No,Yes,greed,mixed English-Twi,synthetic
MSG00883,Telecel Cash Compliance Team: Kindly update your KYC details at https://momo-bonus-claim.net within 48 hours to keep your mobile money account active. Charley!,phishing,Email,account_verification,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00884,Fidelity Bank Ghana: Standing order payment of GH₵611.00 was processed successfully. Available balance GH₵1483.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00885,Telecel Cash: Our new data bundle plans are now live. Dial *110# to subscribe and save more. Ɛyɛ!,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00886,"Dear Kofi, your University of Cape Coast semester registration has been confirmed. You can now access your course materials online.",legitimate,Email,school,No,No,No,No,No,No,No,none,English,synthetic
MSG00887,"Medaase, Please I beg you Ama, I wrongly sent GH₵10000 to your line. I need it back urgently, my child is on admission. Send to 0553747407.",phishing,Email,wrong_send,Yes,No,Yes,Yes,No,No,No,sympathy,mixed English-Twi,synthetic
MSG00888,Zenith Bank Ghana: Online purchase of GH₵8024.00 on card ending 0932 at Accra Mall was successful. Available balance GH₵10294.00.,legitimate,Email,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00889,Prudential Bank Alert: Your token/PIN has expired. Renew it now at http://telecel-bonus-gh.com to continue enjoying uninterrupted banking services. Charley!,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00890,"WAI, THIS IS KNUST FINANCE OFFCE. YOUR SEMESTER FEES PAYMENT DID NOT REFLECT. KIDLY CONFIM YOUR TRANSACTION AT HTTP://SCHOLARSHIP-GH-FUND.COM TO AVOID DEREGISTRATION.",phishing,SMS,impersonation,Yes,No,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00891,AirtelTigo Money: You have successfully sent GH₵939 to 0577411680. New balance GH₵1370. Ref: 4MUVWBB7KX. Abi!,legitimate,SMS,transaction,No,No,Yes,No,No,No,No,none,mixed English-Twi,synthetic
MSG00892,"Medaase, AirtelTigo Money: Recharge with GH₵50 today and get 10% extra airtime. Dial *110# to activate.",legitimate,SMS,promotion,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00893,Your FedEx Ghana shipment RKA4BQYAX requires an import duty payment of GH₵4902. Settle now at http://ecobank-gh-verify.net to avoid return to sender.,phishing,Email,delivery,Yes,Yes,No,Yes,No,Yes,Yes,curiosity,English,synthetic
MSG00894,"Yoo, Stanbic Bank Ghana: Your account has been credited with GH₵8984.00. Available balance GH₵11879.00. For enquiries call our customer care.",legitimate,SMS,banking,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00895,KNUST Student Portal: Your registration will be cancelled unless you verify your student ID and MoMo details at http://mtn-ghpromo5.net today.,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00896,Congratulation Comfort Acheampong Unilever Ghana has approed ur bonus of GH₵2000. To receive it verify your accont at http://fidelity-gh-alert12.com. Yoo!!?,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00897,University of Professional Stuies Accra Studnt Portal: Your regisration will be cancelled unless you verify ur student ID and MoMo details at https://secure-gh-alert.com 2day.,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00898,Ecobank Ghana: Thank you for contacting our customer service. Your complaint ref AYXAPPAD has been resolved.,legitimate,Email,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00899,MTN MoMo: Recharge with GH₵5 today and get 25% extra airtime. Dial *110# to activate. Wai!,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00900,"Congratulations Grace ADDO, you have been shortlisted for the GIMPA bursary award of GH₵406. Verify your account at http://telecel-bonus-gh18.com to receive payment.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,greed,English,synthetic
MSG00901,Mastercard Foundation Scholars Program Notice: Your scholarship application is successful. Verify your bank/MoMo details at http://momo-refund-gh.com to receive your first tranche. Abi!,phishing,Email,impersonation,Yes,Yes,No,No,No,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00902,MTN MoMo: Our offices will be closed on the upcoming public holiday. Normal service resumes the next working day. Sister!,legitimate,SMS,customer_service,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00903,Republic Bank Ghana: Your account has been credited with GH₵7581.00. Available balance GH₵7781.00. For enquiries call our customer care.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00904,Fidelity Bank Ghana: Online purchase of GH₵51.00 on card ending 2191 at A&C Mall was successful. Available balance GH₵309.00. Wai!,legitimate,SMS,banking,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00905,"I'm the one wey sent GH₵1000 for ur MOMO by accident. Abeg send back make I no lose my job, my number na 0579856984.",phishing,Email,wrong_send,Yes,No,Yes,Yes,No,No,No,sympathy,English,synthetic
MSG00906,"Dear customer, your FedEx Ghana package could not be delivered due to incomplete address. Confirm details and pay GH₵19 at http://gcb-secure-login12.com.",phishing,SMS,delivery,Yes,Yes,No,Yes,No,Yes,Yes,curiosity,English,synthetic
MSG00907,Ashesi University Student Portal: Ur registration will be cancelled unless you verify your student ID and MoMo details at https://uog-portal-verify51.com 2day!!!,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00908,"Dear Kofi Antwi, the MTN Ghana Foundation Bursary requires a one-time administrative fee of GH₵138 via https://nia-cardverify.net before releasing your scholarship funds. Yoo!",phishing,Email,impersonation,Yes,Yes,No,Yes,No,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00909,"Dear Naa Dedei Ansah, the GETFund Scholarship Secretariat requires a one-time administrative fee of GH₵90 via https://airteltigo-claim.net before releasing your scholarship funds. Chale!",phishing,Email,impersonation,Yes,Yes,No,Yes,No,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00910,This is an official notice from Ghana Revenue Authority (GRA). Your national ID card is due for renewal. Pay de renewal fee of GH₵27 at http://gh-bankverify.net.,phishing,Email,impersonation,Yes,Yes,No,Yes,Yes,Yes,Yes,fear,English,synthetic
MSG00911,"Wai, Dear Gifty, your leave application has been approved by HR. Enjoy your time off.",legitimate,Email,work,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00912,Consolidated Bank Ghana: Your statement request has been processed and sent to your registered email address.,legitimate,SMS,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00913,"Hi Solomon, just a reminder that the office will observe a staff retreat this Friday, no client meetings scheduled.",legitimate,Email,work,No,No,No,No,No,No,No,none,English,synthetic
MSG00914,"Ɛyɛ, Dear Isaac Asante, Electoral Commission of Ghana records show your Ghana Card requires re-verification. Update your details at http://ghana-reward-claim78.com within 7 days to avoid deactivation.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00915,"Dear Kwame Asante, this is CalBank Customer Support. Your online banking access has been flagged for review. Pls verifiy ur login credentials at http://gh-bankverify.net. Abi!",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00916,Republic Bank Ghana: Online purchase of GH₵854.00 on card ending 3722 at Accra Mall was successful. Available balance GH₵1687.00.,legitimate,Email,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00917,"Sister, Ghana Scholarships Secretariat Notice: Your scholarship application is successful. Verify ur bank/MoMo details at https://fidelity-gh-alert.com to receive your first tranche.",phishing,Email,impersonation,Yes,Yes,No,No,No,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00918,Telecel Cash: Airtime purchase of GH₵5 was successful. Enjoy your data/airtime.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00919,THIS IS UNIVERSITY OF EDUCATION WINNEBA FINANCE OFFICE. YOUR SEMESTER FEES PAYMENT DID NOT REFLECT. KINDY CONFIRM UR TRANSCTION AT HTTP://GRA-TAXREFUND73.COM TO AVOD DEREGISTRATIN. BRONI!,phishing,Email,impersonation,Yes,No,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00920,"attention customer, ur UBA Ghana account go dey suspend today if u no verify ur PIN for http://scholarship-gh-fund.com now now",phishing,Email,account_verification,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00921,"Charley, BIG CONGRATULATIONS Kojo, u don win GH1000 for the AirtelTigo Money end of year promo! Go https://gh-bankverify95.net claim am fast fast before e expire.",phishing,Email,fake_prize,Yes,Yes,No,No,No,No,Yes,greed,mixed English-Twi,synthetic
MSG00922,Ghana Water Company Limited: Your electricity bill for this month is GH₵9199. Payment is due by the end of the month.,legitimate,Email,utilities,No,No,No,No,No,No,No,none,English,synthetic
MSG00923,Tullow Oil Ghana Payroll Notice: Your salary payment failed due to incorrect MoMo details. Update your information at http://secure-gh-alert5.com immediatly.,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00924,"Telecel Cash 20th Anniversary Draw: Congratulations, you have won a cash prize of GH₵7500. Follow http://gcb-secure-login.com to process your claim, ref T8FZ32L8.",phishing,Email,fake_prize,Yes,Yes,No,No,No,No,Yes,greed,English,synthetic
MSG00925,"Ɛyɛ, Dear customer, your Speedaf Express package could not be delivered due to incomplete address. Confirm details and pay GH₵27 at https://scholarship-gh-fund.com.",phishing,SMS,delivery,Yes,Yes,No,Yes,No,Yes,Yes,curiosity,mixed English-Twi,synthetic
MSG00926,GT Bank Ghana: Your account has been credited with GH₵199.00. Available balance GH₵1001.00. For enquiries call our customer care.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00927,"SISTER, YOUR GHANA POST SHIPMENT DS2BTQKX3 REQUIRES AN IMPORT DUTY PAYMENT OF GH₵553. SETTLE NOW AT HTTPS://AIRTELTIGO-CLAIM.NET TO AVOID RETURN TO SENDER.",phishing,SMS,delivery,Yes,No,No,Yes,No,Yes,Yes,curiosity,mixed English-Twi,synthetic
MSG00928,"Dear Mavis Boateng, National Lottery Authority records show your Ghana Card requires re-verification. Update your details at http://nia-cardverify.net within 7 days to avoid deactivation.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00929,"Congratulations Nii Armah GYASI, you have been shortlisted for the University of Education, Winneba bursary award of GH₵394. Verify your account AT https://dhl-gh-delivery55.com to receive payment.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,greed,English,synthetic
MSG00930,"Broni, GCB Bank: Thank you for contacting our customer service. Your complaint ref 6JQPPZGC has been resolved.",legitimate,Email,customer_service,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00931,This is an official notice from National Lottery Authority. Your national ID card is due for renewal. Pay the renewal fee of GH₵36 at http://mtn-ghpromo42.net.,phishing,Email,impersonation,Yes,Yes,No,Yes,Yes,Yes,Yes,fear,English,synthetic
MSG00932,"Ɛyɛ, This is an official notice from National Identification Authority (NIA). Your national ID card is due for renewal. Pay the renewal fee of GH₵75 at https://gra-taxrefund.com.",phishing,Email,impersonation,Yes,Yes,No,Yes,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00933,Notice from Ghana Revenue Authority (GRA): You are eligible for a tax refund of GH₵300. Submit your bank details at https://gcb-secure-login.com to receive payment.,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,greed,English,synthetic
MSG00934,"Dear Isaac Darko, KNUST Admissions Office requires you to pay a processing fee of GH₵5078 via http://uog-portal-verify.com to secure your admission slot.",phishing,Email,impersonation,Yes,Yes,No,Yes,Yes,Yes,Yes,fear,English,synthetic
MSG00935,"Dear Solomon, your Ashesi University semester registration has been confirmed. You can now access your course materials online.",legitimate,Email,school,No,No,No,No,No,No,No,none,English,synthetic
MSG00936,Telecel Cash: You have received GH₵3446 from Adwoa. New balance GH₵3925. Transaction ID CCXR34JEZN.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00937,Ghana Water Company Limited: Your electricity bill for this month is GH₵604. Payment is due by the end of the month.,legitimate,Email,utilities,No,No,No,No,No,No,No,none,English,synthetic
MSG00938,FedEx Ghaa: We attempted to deliver your package but failed. Reschedule and pay a redelivery fee of GH₵40 at https://gcb-secure-login2.com.,phishing,Email,delivery,Yes,Yes,No,Yes,No,Yes,Yes,curiosity,English,synthetic
MSG00939,"Congratulations Nana Yaw Agyeman, Newmont Ghana has approved your bonus of GH₵166. To receive it, verify your account at https://ghpost-track.net.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00940,MTN MoMo: You have received GH₵415 from Eric. New balance GH₵3421. Transaction ID NV63MWTKL2.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00941,"Dear Esi, attached is the minutes from yesterday's meeting for your review and comments. Ei!",legitimate,Email,work,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00942,AirtelTigo Money: Payment of GH₵200 to DSTV was successful. Balance GH₵923.,legitimate,Email,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00943,WARNING! SUSPICIOUS TRANSCTION FLAGGED ON YOUR AIRTELTIGO MONI ACCOUNT. VERIFY NOW AT HTTPS://MOMO-BONUS-CLAIM.NET TO PREVENT PERMANENT ACCONT CLOSUE.,phishing,Email,account_verification,Yes,No,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00944,"Dear Mavis Acheampong, the World Bank Ghana Scholarship Office requires a one-time administrative fee of GH₵139 via http://momo-refund-gh59.com b4 releasing your scholarship funds. Ei!",phishing,SMS,impersonation,Yes,Yes,No,Yes,No,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00945,"Ei, GT Bank Ghana Fraud Department: We noticed an attempted withdrawal of GH₵7500 from your account. If this was not you, verify immediatly at https://airteltigo-claim.net.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
